order_id,order_date,ship_date,customer_id,customer_name,segment,city,state,region,product_id,product_name,category,subcategory,quantity,unit_price,discount,sales,cost,profit,shipping_mode,sales_channel,payment_type,returned_flag,account_manager,month,quarter,year
ORD-202503-01545,2025-03-02,2025-03-03,CUST-04479,Mia Garcia,Corporate,Seattle,WA,West,FUR-CH-1003,Guest Reception Chair,Furniture,Chairs,2,125.15,0.11,222.77,146.16,76.61,First Class,Marketplace,Credit Card,No,Dakota Rivera,Mar,Q1,2025
ORD-202503-02278,2025-03-28,2025-03-31,CUST-08193,Samuel Hall,Corporate,Chicago,IL,Central,FUR-TB-1002,Conference Table 8-Seater,Furniture,Tables,2,919.91,0.06,1729.43,1248.45,480.98,Second Class,Store,Cash,No,Parker James,Mar,Q1,2025
ORD-202503-00415,2025-03-31,2025-04-02,CUST-11310,Logan Hall,Corporate,Boston,MA,East,OFF-AR-1003,Creative Desk Organizer Tray,Office Supplies,Art,5,11.24,0.0,56.2,25.37,30.83,First Class,Store,Credit Card,No,Avery Brooks,Mar,Q1,2025
ORD-202503-01837,2025-03-16,2025-03-22,CUST-00816,Samuel Hill,Consumer,Dallas,TX,Central,OFF-PA-1002,Recycled Legal Paper Pack,Office Supplies,Paper,8,17.22,0.07,128.12,73.08,55.04,Standard Class,Wholesale,Credit Card,No,Riley Chen,Mar,Q1,2025
ORD-202503-00450,2025-03-31,2025-04-03,CUST-07682,Benjamin Campbell,Consumer,Dallas,TX,Central,OFF-PA-1003,Color Presentation Paper,Office Supplies,Paper,3,24.75,0.07,69.05,39.58,29.47,First Class,Marketplace,Credit Card,No,Riley Chen,Mar,Q1,2025
ORD-202503-00415,2025-03-31,2025-04-02,CUST-11310,Logan Hall,Corporate,Boston,MA,East,OFF-PA-1001,Premium Copy Paper Pack,Office Supplies,Paper,3,16.57,0.03,48.22,24.36,23.86,First Class,Store,Credit Card,No,Avery Brooks,Mar,Q1,2025
ORD-202503-01325,2025-03-23,2025-03-28,CUST-07311,Quinn King,Home Office,Tucson,AZ,West,TEC-CP-1001,High-Speed Office Copier,Technology,Copiers,1,1547.31,0.09,1408.05,1055.6,352.45,Second Class,Store,Cash,No,Quinn Foster,Mar,Q1,2025
ORD-202503-00131,2025-03-02,2025-03-07,CUST-03392,Henry Sanchez,Home Office,Boulder,CO,West,OFF-BI-1003,Archival Storage Binder,Office Supplies,Binders,2,14.81,0.14,25.47,12.18,13.29,Standard Class,Marketplace,Debit Card,No,Quinn Foster,Mar,Q1,2025
ORD-202503-01183,2025-03-19,2025-03-23,CUST-11754,Blake Nelson,Corporate,Atlanta,GA,South,OFF-PA-1002,Recycled Legal Paper Pack,Office Supplies,Paper,8,18.0,0.1,129.6,73.08,56.52,Standard Class,Online,Credit Card,No,Parker James,Mar,Q1,2025
ORD-202503-01106,2025-03-08,2025-03-13,CUST-02601,Skyler Thomas,Consumer,Spokane,WA,West,TEC-CP-1001,High-Speed Office Copier,Technology,Copiers,2,1403.81,0.1,2526.86,2111.2,415.66,Standard Class,Wholesale,Bank Transfer,No,Skyler Adams,Mar,Q1,2025
ORD-202503-00351,2025-03-11,2025-03-17,CUST-09125,Reese Davis,Home Office,Detroit,MI,Central,TEC-AC-1001,Wireless Keyboard & Mouse Combo,Technology,Accessories,3,58.79,0.08,162.26,94.4,67.86,Standard Class,Wholesale,Credit Card,No,Riley Chen,Mar,Q1,2025
ORD-202503-00112,2025-03-02,2025-03-04,CUST-11637,Henry Flores,Small Business,Seattle,WA,West,TEC-PH-1003,5G Mobile Hotspot,Technology,Phones,1,159.26,0.07,148.11,90.34,57.77,First Class,Online,,No,Quinn Foster,Mar,Q1,2025
ORD-202503-01662,2025-03-25,2025-04-02,CUST-02888,Sophia Nelson,Consumer,Detroit,MI,Central,FUR-FU-1003,Anti-Fatigue Floor Mat,Furniture,Furnishings,5,66.58,0.1,299.61,157.32,142.29,Standard Class,Online,Credit Card,No,Riley Chen,Mar,Q1,2025
ORD-202503-00788,2025-03-07,2025-03-09,CUST-04686,Casey Hill,Consumer,Detroit,MI,Central,OFF-PA-1003,Color Presentation Paper,Office Supplies,Paper,3,22.7,0.1,61.29,39.58,21.71,First Class,Wholesale,Bank Transfer,No,Parker James,Mar,Q1,2025
ORD-202503-01048,2025-03-16,2025-03-20,CUST-10777,Benjamin Green,Corporate,Raleigh,NC,South,OFF-AP-1002,Compact Coffee Maker,Office Supplies,Appliances,2,86.55,0.06,162.71,109.62,53.09,Second Class,Online,Credit Card,No,Parker James,Mar,Q1,2025
ORD-202503-01899,2025-03-12,2025-03-19,CUST-02927,Quinn Mitchell,Small Business,Sacramento,CA,West,TEC-AC-1002,USB-C Docking Station,Technology,Accessories,3,137.16,0.11,366.22,246.64,119.58,Standard Class,Marketplace,Credit Card,No,Skyler Adams,Mar,Q1,2025
ORD-202503-00051,2025-03-10,2025-03-18,CUST-05541,Kendall Martinez,Corporate,Philadelphia,PA,East,OFF-BI-1001,3-Ring Binder Set,Office Supplies,Binders,6,11.98,0.15,61.1,30.45,30.65,Standard Class,Marketplace,PayPal,No,Jordan Patel,Mar,Q1,2025
ORD-202503-01120,2025-03-28,2025-04-05,CUST-07514,Mia Thompson,Corporate,Philadelphia,PA,East,FUR-CH-1001,Ergo Mesh Office Chair,Furnitures,Chairs,1,169.87,0.14,146.09,119.77,26.32,Standard Class,Wholesale,Bank Transfer,No,Parker James,Mar,Q1,2025
ORD-202503-00088,2025-03-14,2025-03-19,CUST-04259,Ava Hill,Consumer,Springfield,IL,Central,TEC-AC-1002,USB-C Docking Station,Technology,Accessories,4,138.44,0.06,520.53,328.86,191.67,Standard Class,Online,Credit Card,No,Taylor Nguyen,Mar,Q1,2025
ORD-202503-00620,2025-03-03,2025-03-07,CUST-01643,Nathan Williams,Corporate,Dallas,TX,Central,FUR-ST-1001,5-Shelf Steel Storage Rack,Furniture,Storage,1,161.43,0.11,143.67,103.53,40.14,Second Class,Online,Credit Card,No,Riley Chen,Mar,Q1,2025
ORD-202503-00738,2025-03-24,2025-04-01,CUST-06780,Rowan Mitchell,Home Office,Boston,MA,East,TEC-MA-1003,Document Scanner Pro,Technology,Machines,1,343.94,0.06,323.3,234.46,88.84,Standard Class,Online,Debit Card,No,Jordan Patel,Mar,Q1,2025
ORD-202503-02296,2025-03-31,2025-04-05,CUST-00368,Evelyn Perez,Consumer,Boulder,CO,West,OFF-AR-1001,Marker & Highlighter Set,Office Supplies,Art,6,13.55,0.17,67.48,36.54,30.94,Standard Class,Wholesale,Credit Card,No,Skyler Adams,Mar,Q1,2025
