order_id,order_date,ship_date,customer_id,customer_name,segment,city,state,region,product_id,product_name,category,subcategory,quantity,unit_price,discount,sales,cost,profit,shipping_mode,sales_channel,payment_type,returned_flag,account_manager,month,quarter,year
ORD-202511-00917,2025-11-28,2025-12-06,CUST-04075,Abigail Brown,Home Office,San Francisco,CA,West,TEC-PH-1003,5G Mobile Hotspot,Technology,Phones,1,144.82,0.13,125.99,90.34,35.65,Standard Class,Online,Credit Card,No,Skyler Adams,Nov,Q4,2025
ORD-202511-01473,2025-11-03,2025-11-11,CUST-08080,Chloe Rivera,Consumer,St. Paul,MN,Central,TEC-MA-1001,Monochrome Laser Printer,Technology,Machines,2,255.69,0.21,403.99,385.7,18.29,Standard Class,Wholesale,Bank Transfer,No,Taylor Nguyen,Nov,Q4,2025
ORD-202511-01361,2025-11-20,2025-11-26,CUST-08612,Daniel Walker,Corporate,Boulder,CO,West,FUR-ST-1001,5-Shelf Steel Storage Rack,Furniture,Storage,2,148.13,0.12,260.71,207.06,53.65,Standard Class,Wholesale,Bank Transfer,No,Dakota Rivera,Nov,Q4,2025
ORD-202511-00836,2025-11-26,2025-11-26,CUST-03570,Quinn Miller,Corporate,Denver,CO,West,OFF-PA-1002,Recycled Legal Paper Pack,Office Supplies,Paper,4,19.19,0.1,69.08,36.54,32.54,Same Day,Online,Bank Transfer,No,Skyler Adams,Nov,Q4,2025
ORD-202511-01230,2025-11-14,2025-11-18,CUST-01949,Charlotte Martinez,Corporate,Chicago,IL,Central,OFF-PA-1002,Recycled Legal Paper Pack,Office Supplies,Paper,3,19.3,0.08,53.27,27.4,25.87,Second Class,Online,Debit Card,No,Riley Chen,Nov,Q4,2025
ORD-202511-01468,2025-11-06,2025-11-13,CUST-06422,Abigail Anderson,Consumer,Minneapolis,MN,Central,FUR-ST-1003,Lateral Filing Cabinet,Furniture,Storage,1,263.64,0.09,239.91,186.76,53.15,Standard Class,Marketplace,PayPal,No,Taylor Nguyen,Nov,Q4,2025
ORD-202511-01348,2025-11-23,2025-11-28,CUST-10342,Emma Campbell,Consumer,Houston,TX,Central,TEC-PH-1003,5G Mobile Hotspot,Technology,Phones,3,136.46,0.18,335.69,271.0,-247.49,Second Class,Wholesale,Debit Card,Yes,Riley Chen,Nov,Q4,2025
ORD-202511-01455,2025-11-08,2025-11-15,CUST-05805,Riley Davis,Small Business,Springfield,IL,Central,FUR-FU-1003,Anti-Fatigue Floor Mat,Furniture,Furnishings,5,69.64,0.05,330.79,157.32,-141.75,Standard Class,Online,Credit Card,Yes,Riley Chen,Nov,Q4,2025
ORD-202511-00153,2025-11-27,2025-11-30,CUST-03014,Morgan Nelson,Corporate,Springfield,IL,Central,OFF-PA-1002,Recycled Legal Paper Pack,Office Supplies,Paper,5,18.83,0.07,87.56,45.68,41.88,Second Class,Store,PayPal,No,Parker James,Nov,Q4,2025
ORD-202511-01844,2025-11-12,2025-11-16,CUST-05722,Sophia Davis,Consumer,Grand Rapids,MI,Central,OFF-AP-1001,Office Microwave,Office Supplies,Appliances,2,123.88,0.03,240.33,156.31,84.02,Second Class,Online,PayPal,No,Parker James,Nov,Q4,2025
ORD-202511-00800,2025-11-29,2025-12-03,CUST-02466,Abigail Hall,Consumer,Atlanta,GA,South,OFF-AR-1003,Creative Desk Organizer Tray,Office Supplies,Art,4,11.29,0.14,38.84,20.3,18.54,Standard Class,Wholesale,Bank Transfer,No,Quinn Foster,Nov,Q4,2025
ORD-202511-00798,2025-11-09,2025-11-11,CUST-07856,Aiden Sanchez,Home Office,Grand Rapids,MI,Central,OFF-BI-1001,3-Ring Binder Set,Office Supplies,Binders,4,12.51,0.03,48.54,20.3,28.24,First Class,Online,Credit Card,No,Riley Chen,Nov,Q4,2025
ORD-202511-01098,2025-11-10,2025-11-11,CUST-11381,James Nguyen,Home Office,Grand Rapids,MI,Central,FUR-ST-1003,Lateral Filing Cabinet,Furniture,Storage,1,270.07,0.06,253.87,186.76,67.11,Same Day,Online,Debit Card,No,Parker James,Nov,Q4,2025
ORD-202511-01135,2025-11-08,2025-11-13,CUST-09563,Casey Smith,Corporate,San Francisco,CA,West,OFF-AR-1002,Presentation Flip Chart Pad,Office Supplies,Art,5,20.6,0.08,94.76,50.75,44.01,Standard Class,Marketplace,Credit Card,No,Dakota Rivera,Nov,Q4,2025
ORD-202511-01279,2025-11-23,2025-11-27,CUST-11827,Parker Wilson,Home Office,Chicago,IL,Central,OFF-PA-1003,Color Presentation Paper,Office Supplies,Paper,4,24.71,0.1,88.96,52.78,36.18,Second Class,Marketplace,PayPal,No,Parker James,Nov,Q4,2025
ORD-202511-01398,2025-11-19,2025-11-25,CUST-01481,David Flores,Corporate,Sacramento,CA,West,OFF-PA-1002,Recycled Legal Paper Pack,Office Supplies,Paper,5,19.85,0.08,91.31,45.68,45.63,Standard Class,Online,PayPal,No,Dakota Rivera,Nov,Q4,2025
ORD-202511-01117,2025-11-30,2025-12-01,CUST-03453,Rowan Young,Small Business,San Francisco,CA,West,TEC-MA-1002,All-in-One Inkjet Printer,Technology,Machines,3,184.2,0.13,480.76,371.49,109.27,First Class,Online,PayPal,No,Quinn Foster,Nov,Q4,2025
ORD-202511-00498,2025-11-22,2025-11-26,CUST-04890,Gabriel Lopez,Consumer,San Francisco,CA,West,OFF-AP-1003,Water Dispenser Countertop,Office Supplies,Appliances,3,160.03,0.06,451.28,307.54,143.74,Standard Class,Online,Credit Card,No,Skyler Adams,Nov,Q4,2025
ORD-202511-00594,2025-11-08,2025-11-16,CUST-08001,Alex Jackson,Home Office,San Diego,CA,West,TEC-CP-1002,Desktop Color Copier,Technology,Copiers,2,946.84,0.12,1666.44,1228.15,438.29,Standard Class,Online,Debit Card,No,Dakota Rivera,Nov,Q4,2025
ORD-202511-00933,2025-11-18,2025-11-22,CUST-01081,Anna Miller,Consumer,Sacramento,CA,West,FUR-CH-1003,Guest Reception Chair,Furniture,Chairs,1,126.35,0.07,117.51,73.08,44.43,Standard Class,Store,Cash,No,Skyler Adams,Nov,Q4,2025
ORD-202511-00384,2025-11-17,2025-11-25,CUST-05103,Sebastian Gonzalez,Corporate,Houston,TX,Central,FUR-TB-1003,Training Room Folding Table,Furniture,Tables,2,252.7,0.04,485.18,312.62,172.56,Standard Class,Store,Debit Card,No,Taylor Nguyen,Nov,Q4,2025
