order_id,order_date,ship_date,customer_id,customer_name,segment,city,state,region,product_id,product_name,category,subcategory,quantity,unit_price,discount,sales,cost,profit,shipping_mode,sales_channel,payment_type,returned_flag,account_manager,month,quarter,year
ORD-202506-01899,2025-06-28,2025-06-29,CUST-03502,Matthew Williams,Corporate,Sacramento,CA,West,FUR-FU-1003,Anti-Fatigue Floor Mat,Furniture,Furnishings,5,67.63,0.19,273.9,157.32,116.58,First Class,Wholesale,Bank Transfer,No,Quinn Foster,Jun,Q2,2025
ORD-202506-00133,2025-06-17,2025-06-21,CUST-04231,Isabella Wilson,Consumer,San Francisco,CA,West,OFF-BI-1003,Archival Storage Binder,Office Supplies,Binders,3,13.64,0.1,36.83,18.27,18.56,Standard Class,Wholesale,Credit Card,No,Dakota Rivera,Jun,Q2,2025
ORD-202506-02174,2025-06-14,2025-06-15,CUST-11621,Grace Jackson,Home Office,Dallas,TX,Central,TEC-CP-1001,High-Speed Office Copier,Technology,Copiers,1,1583.02,0.0,1583.02,1055.6,527.42,Same Day,Store,Credit Card,No,Taylor Nguyen,Jun,Q2,2025
ORD-202506-01633,2025-06-09,2025-06-17,CUST-04734,David Nelson,Corporate,Phoenix,AZ,West,TEC-AC-1002,USB-C Docking Station,Technology,Accessories,5,133.22,0.02,652.78,411.08,241.7,Standard Class,Store,Cash,No,Quinn Foster,Jun,Q2,2025
ORD-202506-01975,2025-06-24,2025-06-28,CUST-02304,Zoe Davis,Consumer,Raleigh,NC,South,TEC-MA-1002,All-in-One Inkjet Printer,Technology,Machines,3,179.32,0.06,505.68,371.49,134.19,Standard Class,Marketplace,PayPal,No,Quinn Foster,Jun,Q2,2025
ORD-202506-01298,2025-06-18,2025-06-19,CUST-11845,Ava Lee,Consumer,Tucson,AZ,West,TEC-AC-1003,Noise-Canceling Headset,Technology,Accessories,2,104.54,0.02,204.9,121.8,83.1,Same Day,Store,Credit Card,No,Skyler Adams,Jun,Q2,2025
ORD-202506-00272,2025-06-06,2025-06-11,CUST-05569,Taylor Ramirez,Home Office,Denver,CO,West,OFF-PA-1001,Premium Copy Paper Pack,Office Supplies,Paper,4,16.85,0.04,64.7,32.48,32.22,Standard Class,Online,PayPal,No,Quinn Foster,Jun,Q2,2025
ORD-202506-02084,2025-06-10,2025-06-12,CUST-04229,Jordan Perez,Consumer,Minneapolis,MN,Central,FUR-CH-1003,Guest Reception Chair,Furniture,Chairs,1,131.5,0.07,122.29,73.08,49.21,Second Class,Online,PayPal,No,Riley Chen,Jun,Q2,2025
ORD-202506-00873,2025-06-11,2025-06-14,CUST-06388,Skyler Clark,Consumer,San Diego,CA,West,FUR-ST-1001,5-Shelf Steel Storage Rack,Furniture,Storage,1,163.19,0.1,146.87,103.53,43.34,First Class,Marketplace,Credit Card,No,Quinn Foster,Jun,Q2,2025
ORD-202506-01434,2025-06-09,2025-06-14,CUST-11283,Aiden Young,Small Business,Tucson,AZ,West,FUR-CH-1003,Guest Reception Chair,Furniture,Chairs,1,106.73,0.14,91.79,73.08,-64.74,Second Class,Wholesale,Debit Card,Yes,Quinn Foster,Jun,Q2,2025
