order_id,order_date,ship_date,customer_id,customer_name,segment,city,state,region,product_id,product_name,category,subcategory,quantity,unit_price,discount,sales,cost,profit,shipping_mode,sales_channel,payment_type,returned_flag,account_manager,month,quarter,year
ORD-202412-01275,2024-12-13,2024-12-21,CUST-10228,Aiden Hill,Consumer,Sacramento,CA,West,OFF-BI-1003,Archival Storage Binder,Office Supplies,Binders,3,14.35,0.05,40.9,18.0,22.9,Standard Class,Marketplace,PayPal,No,Skyler Adams,Dec,Q4,2024
ORD-202412-01680,2024-12-27,2025-01-01,CUST-06561,Samuel Thomas,Home Office,Savannah,GA,South,TEC-CP-1001,High-Speed Office Copier,Technology,Copiers,1,1493.3,0.08,1373.84,1040.0,333.84,Second Class,Store,Credit Card,No,Morgan Lee,Dec,Q4,2024
ORD-202412-01769,2024-12-28,2025-01-03,CUST-01399,Logan Gomez,Consumer,Seattle,WA,West,OFF-PA-1001,Premium Copy Paper Pack,Office Supplies,Paper,5,14.99,0.08,68.95,40.0,28.95,Standard Class,Marketplace,PayPal,No,Dakota Rivera,Dec,Q4,2024
ORD-202412-02110,2024-12-24,2024-12-25,CUST-07930,Nora Gomez,Small Business,Miami,FL,South,OFF-AP-1002,Compact Coffee Maker,Office Supplies,Appliances,1,95.54,0.05,90.76,54.0,36.76,Same Day,Store,PayPal,No,Morgan Lee,Dec,Q4,2024
ORD-202412-02165,2024-12-13,2024-12-14,CUST-05398,Isabella Lee,Corporate,Minneapolis,MN,Central,OFF-AP-1002,Compact Coffee Maker,Office Supplies,Appliances,3,88.6,0.11,236.56,162.0,74.56,First Class,Online,Credit Card,No,Parker James,Dec,Q4,2024
ORD-202412-00029,2024-12-16,2024-12-17,CUST-00155,Nathan Torres,Corporate,Tucson,AZ,West,TEC-PH-1002,VoIP Conference Phone,Technology,Phones,2,270.33,0.13,470.37,332.0,138.37,Same Day,Online,Credit Card,No,Skyler Adams,Dec,Q4,2024
ORD-202412-00531,2024-12-29,2024-12-31,CUST-11034,Sage Wright,Consumer,San Diego,CA,West,TEC-MA-1003,Document Scanner Pro,Technology,Machines,3,361.75,0.11,965.87,693.0,272.87,First Class,Store,Credit Card,No,Dakota Rivera,Dec,Q4,2024
ORD-202412-01449,2024-12-11,2024-12-15,CUST-08426,Daniel White,Corporate,Raleigh,NC,South,TEC-MA-1002,All-in-One Inkjet Printer,Technology,Machines,1,182.44,0.19,147.78,122.0,25.78,Second Class,Wholesale,Bank Transfer,No,Quinn Foster,Dec,Q4,2024
ORD-202412-00130,2024-12-02,2024-12-09,CUST-02221,Aria Brown,Home Office,San Francisco,CA,West,TEC-AC-1001,Wireless Keyboard & Mouse Combo,Technology,Accessories,2,58.67,0.13,102.09,62.0,40.09,Standard Class,Online,Bank Transfer,No,Skyler Adams,Dec,Q4,2024
ORD-202412-02282,2024-12-25,2025-01-02,CUST-02440,Parker Allen,Consumer,Miami,FL,South,TEC-AC-1001,Wireless Keyboard & Mouse Combo,Technology,Accessories,2,51.71,0.17,85.84,62.0,23.84,Standard Class,Wholesale,Credit Card,No,Cameron Scott,Dec,Q4,2024
ORD-202412-00762,2024-12-22,2024-12-30,CUST-02860,Jordan Harris,Home Office,Orlando,FL,South,FUR-ST-1001,5-Shelf Steel Storage Rack,Furniture,Storage,1,162.99,0.01,161.36,102.0,59.36,Standard Class,Store,PayPal,No,Cameron Scott,Dec,Q4,2024
