order_id,order_date,ship_date,customer_id,customer_name,segment,city,state,region,product_id,product_name,category,subcategory,quantity,unit_price,discount,sales,cost,profit,shipping_mode,sales_channel,payment_type,returned_flag,account_manager,month,quarter,year
ORD-202408-02117,2024-08-01,2024-08-02,CUST-08575,Skyler Hill,Small Business,Denver,CO,West,TEC-PH-1001,Business Smartphone X,Technology,Phones,3,727.36,0.01,2160.26,1446.0,714.26,Same Day,Store,Credit Card,No,Quinn Foster,Aug,Q3,2024
ORD-202408-02176,2024-08-11,2024-08-14,CUST-10469,Liam Sanchez,Consumer,Sacramento,CA,West,TEC-AC-1002,USB-C Docking Station,Technology,Accessories,1,117.76,0.19,95.39,81.0,14.39,First Class,Wholesale,Bank Transfer,No,Quinn Foster,Aug,Q3,2024
ORD-202408-00222,2024-08-21,2024-08-25,CUST-02197,Parker Moore,Consumer,Minneapolis,MN,Central,TEC-AC-1002,USB-C Docking Station,Technology,Accessories,1,130.63,0.06,122.79,81.0,41.79,Second Class,Marketplace,PayPal,No,Taylor Nguyen,Aug,Q3,2024
ORD-202408-00167,2024-08-01,2024-08-02,CUST-07623,Drew Anderson,Consumer,Miami,FL,South,TEC-CP-1002,Desktop Color Copier,Technology,Copiers,2,840.62,0.04,1613.99,1210.0,403.99,First Class,Online,PayPal,No,Morgan Lee,Aug,Q3,2024
ORD-202408-01733,2024-08-31,2024-09-01,CUST-07178,Isaac Davis,Consumer,Los Angeles,CA,West,OFF-BI-1003,Archival Storage Binder,Office Supplies,Binders,6,14.48,0.09,79.06,36.0,43.06,Same Day,Online,Credit Card,No,Dakota Rivera,Aug,Q3,2024
ORD-202408-01584,2024-08-16,2024-08-17,CUST-03683,Henry Rivera,Consumer,Los Angeles,CA,West,FUR-TB-1002,Conference Table 8-Seater,Furniture,Tables,3,877.18,0.04,2526.28,1845.0,681.28,Same Day,Store,Debit Card,No,Dakota Rivera,Aug,Q3,2024
ORD-202408-02081,2024-08-07,2024-08-09,CUST-10506,Skyler Torres,Corporate,Grand Rapids,MI,Central,OFF-AP-1003,Water Dispenser Countertop,Office Supplies,Appliances,1,170.51,0.14,146.64,101.0,45.64,First Class,Marketplace,PayPal,No,Parker James,Aug,Q3,2024
ORD-202408-00098,2024-08-25,2024-08-30,CUST-02260,Benjamin Thompson,Consumer,Grand Rapids,MI,Central,TEC-AC-1003,Noise-Canceling Headset,Technology,Accessories,1,89.57,0.12,78.82,60.0,18.82,Second Class,Marketplace,PayPal,No,Taylor Nguyen,Aug,Q3,2024
ORD-202408-00846,2024-08-28,2024-09-04,CUST-09217,Sophia Martinez,Corporate,Dallas,TX,Central,TEC-MA-1003,Document Scanner Pro,Technology,Machines,1,325.14,0.11,289.37,231.0,-199.02,Standard Class,Wholesale,Credit Card,Yes,Riley Chen,Aug,Q3,2024
ORD-202408-00647,2024-08-21,2024-08-25,CUST-10758,Taylor Sanchez,Small Business,Los Angeles,CA,West,OFF-AR-1001,Marker & Highlighter Set,Office Supplies,Art,4,12.87,0.13,44.79,24.0,20.79,Standard Class,Wholesale,Bank Transfer,No,Quinn Foster,Aug,Q3,2024
ORD-202408-00490,2024-08-24,2024-08-30,CUST-08361,Daniel Torres,Small Business,Sacramento,CA,West,OFF-AP-1002,Compact Coffee Maker,Office Supplies,Appliances,1,89.14,0.13,77.55,54.0,23.55,Standard Class,Online,PayPal,No,Quinn Foster,Aug,Q3,2024
ORD-202408-00803,2024-08-05,2024-08-07,CUST-07597,Drew Wilson,Small Business,Atlanta,GA,South,OFF-BI-1001,3-Ring Binder Set,Office Supplies,Binders,4,11.91,0.09,43.35,20.0,23.35,First Class,Online,Credit Card,No,Morgan Lee,Aug,Q3,2024
ORD-202408-00074,2024-08-29,2024-09-05,CUST-03387,Emerson Sanchez,Consumer,Savannah,GA,South,FUR-TB-1003,Training Room Folding Table,Furniture,Tables,1,232.55,0.12,204.64,154.0,50.64,Standard Class,Wholesale,Bank Transfer,No,Quinn Foster,Aug,Q3,2024
ORD-202408-00591,2024-08-01,2024-08-03,CUST-10362,David Martinez,Home Office,Boulder,CO,West,OFF-AR-1003,Creative Desk Organizer Tray,Office Supplies,Art,4,11.68,0.12,41.11,20.0,21.11,Second Class,Online,PayPal,No,Dakota Rivera,Aug,Q3,2024
ORD-202408-00094,2024-08-10,2024-08-13,CUST-01950,Grace Rivera,Small Business,Grand Rapids,MI,Central,FUR-TB-1003,Training Room Folding Table,Furniture,Tables,1,236.33,0.12,207.97,154.0,53.97,First Class,Online,Credit Card,No,Taylor Nguyen,Aug,Q3,2024
ORD-202408-02030,2024-08-22,2024-08-24,CUST-01874,Emily Baker,Small Business,Denver,CO,West,OFF-AR-1002,Presentation Flip Chart Pad,Office Supplies,Art,4,22.84,0.05,86.79,40.0,46.79,Second Class,Store,Credit Card,No,Dakota Rivera,Aug,Q3,2024
ORD-202408-00116,2024-08-14,2024-08-19,CUST-09009,Emily Thomas,Consumer,St. Paul,MN,Central,OFF-AP-1002,Compact Coffee Maker,Office Supplies,Appliances,3,87.86,0.04,253.04,162.0,91.04,Standard Class,Store,Credit Card,No,Riley Chen,Aug,Q3,2024
ORD-202408-01159,2024-08-09,2024-08-13,CUST-08744,Grace Rodriguez,Small Business,Boston,MA,East,OFF-PA-1002,Recycled Legal Paper Pack,Office Supplies,Paper,3,17.84,0.04,51.38,27.0,24.38,Second Class,Store,Credit Card,No,Parker James,Aug,Q3,2024
ORD-202408-00504,2024-08-14,2024-08-19,CUST-00181,Leah Smith,Consumer,Chicago,IL,Central,OFF-AR-1003,Creative Desk Organizer Tray,Office Supplies,Art,2,11.65,0.11,20.74,10.0,10.74,Standard Class,Marketplace,Credit Card,No,Riley Chen,Aug,Q3,2024
ORD-202408-00636,2024-08-02,2024-08-06,CUST-06412,Amelia Nguyen,Small Business,Springfield,IL,Central,TEC-AC-1003,Noise-Canceling Headset,Technology,Accessories,1,93.43,0.04,89.69,60.0,29.69,Standard Class,Store,Credit Card,No,Taylor Nguyen,Aug,Q3,2024
ORD-202408-01406,2024-08-01,2024-08-01,CUST-01902,Jordan Smith,Home Office,New York,NY,East,TEC-AC-1001,Wireless Keyboard & Mouse Combo,Technology,Accessories,2,55.29,0.03,107.26,62.0,45.26,Same Day,Store,Cash,No,Avery Brooks,Aug,Q3,2024
ORD-202408-02188,2024-08-03,2024-08-08,CUST-10919,Skyler Lopez,Corporate,Seattle,WA,West,TEC-CP-1001,High-Speed Office Copier,Technology,Copiers,1,1393.95,0.06,1310.31,1040.0,270.31,Standard Class,Wholesale,Debit Card,No,Skyler Adams,Aug,Q3,2024
ORD-202408-01880,2024-08-03,2024-08-07,CUST-11944,Parker Scott,Consumer,Denver,CO,West,OFF-AR-1001,Marker & Highlighter Set,Office Supplies,Art,6,13.52,0.09,73.82,36.0,37.82,Standard Class,Store,Credit Card,No,Skyler Adams,Aug,Q3,2024
ORD-202408-01675,2024-08-15,2024-08-16,CUST-00530,Anna Lee,Consumer,Denver,CO,West,OFF-BI-1003,Archival Storage Binder,Office Supplies,Binders,4,14.21,0.15,48.31,24.0,24.31,First Class,Marketplace,PayPal,No,Quinn Foster,Aug,Q3,2024
ORD-202408-00287,2024-08-28,2024-09-02,CUST-02062,Drew Nelson,Small Business,St. Paul,MN,Central,FUR-TB-1001,Adjustable Standing Desk,Furniture,Tables,1,530.27,0.11,471.94,330.0,141.94,Second Class,Online,Credit Card,No,Parker James,Aug,Q3,2024
ORD-202408-01223,2024-08-13,2024-08-17,CUST-05844,Zoe Baker,Consumer,New York,NY,East,OFF-PA-1003,Color Presentation Paper,Office Supplies,Paper,4,23.52,0.04,90.32,52.0,-47.47,Second Class,Store,Credit Card,Yes,Parker James,Aug,Q3,2024
ORD-202408-02225,2024-08-25,2024-08-26,CUST-09149,Cameron Johnson,Small Business,Detroit,MI,Central,FUR-TB-1001,Adjustable Standing Desk,Furniture,Tables,1,495.63,0.11,441.11,330.0,111.11,Same Day,Store,Debit Card,No,Taylor Nguyen,Aug,Q3,2024
ORD-202408-02262,2024-08-15,2024-08-16,CUST-10241,Morgan Lee,Home Office,Dallas,TX,Central,FUR-ST-1003,Lateral Filing Cabinet,Furniture,Storage,1,266.98,0.07,248.29,184.0,64.29,Same Day,Store,Credit Card,No,Riley Chen,Aug,Q3,2024
ORD-202408-00943,2024-08-16,2024-08-22,CUST-11962,Emma Walker,Consumer,Denver,CO,West,OFF-BI-1002,Label Divider Binder Kit,Office Supplies,Binders,2,20.65,0.07,38.41,16.0,-11.88,Standard Class,Store,Debit Card,Yes,Quinn Foster,Aug,Q3,2024
ORD-202408-00771,2024-08-05,2024-08-07,CUST-02488,Zoe Sanchez,Home Office,Denver,CO,West,OFF-AP-1001,Office Microwave,Office Supplies,Appliances,3,130.35,0.04,375.41,231.0,144.41,First Class,Store,PayPal,No,Dakota Rivera,Aug,Q3,2024
ORD-202408-01398,2024-08-26,2024-09-02,CUST-01984,Cameron Harris,Consumer,St. Paul,MN,Central,OFF-PA-1002,Recycled Legal Paper Pack,Office Supplies,Paper,4,17.68,0.15,60.11,36.0,24.11,Standard Class,Wholesale,Credit Card,No,Taylor Nguyen,Aug,Q3,2024
ORD-202408-01830,2024-08-17,2024-08-18,CUST-02389,Riley Ramirez,Consumer,San Diego,CA,West,OFF-PA-1003,Color Presentation Paper,Office Supplies,Paper,6,25.66,0.12,135.48,78.0,57.48,First Class,Online,Debit Card,No,Skyler Adams,Aug,Q3,2024
ORD-202408-01181,2024-08-02,2024-08-04,CUST-00825,Grace Campbell,Small Business,Dallas,TX,Central,FUR-FU-1002,LED Task Lamp,Furniture,Furnishings,2,50.22,0.1,90.4,46.0,44.4,Second Class,Online,Debit Card,No,Parker James,Aug,Q3,2024
