order_id,order_date,ship_date,customer_id,customer_name,segment,city,state,region,product_id,product_name,category,subcategory,quantity,unit_price,discount,sales,cost,profit,shipping_mode,sales_channel,payment_type,returned_flag,account_manager,month,quarter,year
ORD-202507-00981,2025-07-22,2025-07-25,CUST-06033,Micah Rivera,Home Office,Sacramento,CA,West,TEC-MA-1001,Monochrome Laser Printer,Technology,Machines,1,274.47,0.13,238.79,192.85,45.94,First Class,Wholesale,Bank Transfer,No,Dakota Rivera,Jul,Q3,2025
ORD-202507-01319,2025-07-12,2025-07-14,CUST-02867,Kendall Adams,Corporate,St. Paul,MN,Central,FUR-CH-1002,Executive Leather Chair,Furniture,Chairs,2,314.21,0.06,590.71,416.15,-382.19,First Class,Online,PayPal,Yes,Parker James,Jul,Q3,2025
ORD-202507-01185,2025-07-27,2025-07-31,CUST-06173,Dakota Campbell,Consumer,Boston,MA,East,TEC-PH-1003,5G Mobile Hotspot,Technology,Phones,2,133.92,0.07,249.09,180.67,68.42,Standard Class,Wholesale,Credit Card,No,Jordan Patel,Jul,Q3,2025
ORD-202507-02007,2025-07-13,2025-07-16,CUST-00222,Elijah Lee,Consumer,Houston,TX,Central,OFF-AP-1003,Water Dispenser Countertop,Office Supplies,Appliances,3,157.02,0.01,466.35,307.54,158.81,First Class,Online,Bank Transfer,No,Taylor Nguyen,Jul,Q3,2025
ORD-202507-00209,2025-07-28,2025-08-01,CUST-04817,Logan Young,Consumer,Boulder,CO,West,FUR-FU-1001,Acoustic Desk Divider,Furniture,Furnishings,4,79.54,0.15,270.44,170.52,99.92,Standard Class,Wholesale,Bank Transfer,No,Quinn Foster,Jul,Q3,2025
ORD-202507-00835,2025-07-09,2025-07-15,CUST-05126,Leah Robinson,Corporate,Seattle,WA,West,TEC-MA-1002,All-in-One Inkjet Printer,Technology,Machines,1,189.78,0.13,165.11,123.83,41.28,Standard Class,Wholesale,Bank Transfer,No,Quinn Foster,Jul,Q3,2025
ORD-202507-01280,2025-07-11,2025-07-12,CUST-05375,Abigail Baker,Consumer,St. Paul,MN,Central,OFF-AR-1001,Marker & Highlighter Set,Office Supplies,Art,4,13.96,0.06,52.49,24.36,-23.83,Same Day,Store,Credit Card,Yes,Riley Chen,Jul,Q3,2025
ORD-202507-01096,2025-07-10,2025-07-18,CUST-09301,Jamie Smith,Corporate,Charlotte,NC,South,OFF-AR-1002,Presentation Flip Chart Pad,Office Supplies,Art,5,19.37,0.15,82.32,50.75,31.57,Standard Class,Wholesale,Bank Transfer,No,Morgan Lee,Jul,Q3,2025
ORD-202507-00314,2025-07-17,2025-07-21,CUST-09236,Sage Rodriguez,Consumer,Springfield,IL,Central,FUR-FU-1001,Acoustic Desk Divider,Furniture,Furnishings,2,75.68,0.05,143.79,85.26,58.53,Standard Class,Store,Cash,No,Taylor Nguyen,Jul,Q3,2025
ORD-202507-00434,2025-07-20,2025-07-25,CUST-00901,Sage Brown,Small Business,Atlanta,GA,South,TEC-CP-1001,High-Speed Office Copier,Technology,Copiers,2,1611.92,0.08,2965.93,2111.2,854.73,Standard Class,Online,Credit Card,No,Morgan Lee,Jul,Q3,2025
ORD-202507-00563,2025-07-17,2025-07-24,CUST-09806,Isaac King,Consumer,Sacramento,CA,West,OFF-AR-1003,Creative Desk Organizer Tray,Office Supplies,Art,3,10.67,0.03,31.05,15.22,15.83,Standard Class,Online,Debit Card,No,Quinn Foster,Jul,Q3,2025
ORD-202507-00790,2025-07-31,2025-08-02,CUST-11508,Emma Johnson,Corporate,Miami,FL,South,TEC-MA-1001,Monochrome Laser Printer,Technology,Machines,1,282.35,0.1,254.12,192.85,61.27,First Class,Online,Credit Card,No,Cameron Scott,Jul,Q3,2025
ORD-202507-01653,2025-07-14,2025-07-18,CUST-02014,Ava Martinez,Home Office,Pittsburgh,PA,East,TEC-MA-1003,Document Scanner Pro,Technology,Machines,3,342.62,0.02,1007.3,703.4,303.9,Standard Class,Store,Credit Card,No,Avery Brooks,Jul,Q3,2025
ORD-202507-00142,2025-07-11,2025-07-15,CUST-03991,Alex Hernandez,Corporate,Cambridge,MA,East,TEC-CP-1003,Compact Multifunction Copier,Technology,Copiers,1,674.81,0.11,600.58,438.48,162.1,Standard Class,Wholesale,Bank Transfer,No,Jordan Patel,Jul,Q3,2025
ORD-202507-01797,2025-07-10,2025-07-16,CUST-10454,Nathan Anderson,Home Office,Boulder,CO,West,FUR-FU-1003,Anti-Fatigue Floor Mat,Furniture,Furnishings,3,75.72,0.1,204.44,94.4,110.04,Standard Class,Online,Debit Card,No,Dakota Rivera,Jul,Q3,2025
ORD-202507-02213,2025-07-05,2025-07-06,CUST-08224,Sage Wilson,Home Office,Boulder,CO,West,FUR-TB-1002,Conference Table 8-Seater,Furniture,Tables,3,945.7,0.03,2751.99,1872.67,879.32,First Class,Online,Credit Card,No,Quinn Foster,Jul,Q3,2025
ORD-202507-00703,2025-07-09,2025-07-14,CUST-06182,Liam Clark,Consumer,Atlanta,GA,South,OFF-PA-1003,Color Presentation Paper,Office Supplies,Paper,10,22.98,0.04,220.61,131.95,88.66,Second Class,Store,Credit Card,No,Cameron Scott,Jul,Q3,2025
ORD-202507-02221,2025-07-18,2025-07-19,CUST-09648,Alex Nguyen,Consumer,Dallas,TX,Central,OFF-BI-1003,Archival Storage Binder,Office Supplies,Binders,3,15.28,0.01,45.38,18.27,-13.63,Same Day,Online,Credit Card,Yes,Taylor Nguyen,Jul,Q3,2025
