order_id,order_date,ship_date,customer_id,customer_name,segment,city,state,region,product_id,product_name,category,subcategory,quantity,unit_price,discount,sales,cost,profit,shipping_mode,sales_channel,payment_type,returned_flag,account_manager,month,quarter,year
ORD-202402-01695,2024-02-22,2024-02-23,CUST-11362,Avery Flores,Consumer,Grand Rapids,MI,Central,OFF-BI-1002,Label Divider Binder Kit,Office Supplies,Binders,3,17.9,0.07,49.94,24.0,-23.97,First Class,Online,PayPal,Yes,Riley Chen,Feb,Q1,2024
ORD-202402-01671,2024-02-29,2024-03-03,CUST-03528,Amelia Rivera,Home Office,Los Angeles,CA,West,TEC-CP-1001,High-Speed Office Copier,Technology,Copiers,3,1570.16,0.1,4239.43,3120.0,1119.43,First Class,Online,Bank Transfer,No,Dakota Rivera,Feb,Q1,2024
ORD-202402-02096,2024-02-22,2024-02-27,CUST-02511,Rowan Robinson,Small Business,Boston,MA,East,OFF-AP-1001,Office Microwave,Office Supplies,Appliances,4,126.86,0.0,507.44,308.0,199.44,Second Class,Store,Cash,No,Parker James,Feb,Q1,2024
ORD-202402-01135,2024-02-12,2024-02-17,CUST-05203,Blake Thompson,Consumer,Spokane,WA,West,TEC-MA-1002,All-in-One Inkjet Printer,Technology,Machines,1,193.99,0.03,188.17,122.0,66.17,Second Class,Online,Credit Card,No,Quinn Foster,Feb,Q1,2024
ORD-202402-01040,2024-02-05,2024-02-06,CUST-06628,Charlotte Ramirez,Consumer,San Francisco,CA,West,TEC-PH-1001,Business Smartphone X,Technology,Phones,3,695.87,0.11,1857.97,1446.0,411.97,First Class,Marketplace,PayPal,No,Quinn Foster,Feb,Q1,2024
ORD-202402-01966,2024-02-27,2024-02-28,CUST-04419,Rowan Campbell,Home Office,Chicago,IL,Central,TEC-CP-1001,High-Speed Office Copier,Technology,Copiers,2,1559.46,0.06,2931.78,2080.0,851.78,Same Day,Online,Bank Transfer,No,Riley Chen,Feb,Q1,2024
ORD-202402-00656,2024-02-06,2024-02-07,CUST-09972,Grace Ramirez,Corporate,Tucson,AZ,West,FUR-ST-1003,Lateral Filing Cabinet,Furniture,Storage,1,280.78,0.15,238.66,184.0,54.66,First Class,Wholesale,Bank Transfer,No,Dakota Rivera,Feb,Q1,2024
ORD-202402-00026,2024-02-07,2024-02-11,CUST-09887,Ava Adams,Corporate,Boulder,CO,West,TEC-CP-1002,Desktop Color Copier,Technology,Copiers,1,898.49,0.12,790.67,605.0,185.67,Second Class,Online,Credit Card,No,Dakota Rivera,Feb,Q1,2024
ORD-202402-02247,2024-02-07,2024-02-15,CUST-11697,Emily Gonzalez,Home Office,Minneapolis,MN,Central,FUR-FU-1003,Anti-Fatigue Floor Mat,Furniture,Furnishings,5,60.65,0.15,257.76,155.0,102.76,Standard Class,Wholesale,Bank Transfer,No,Parker James,Feb,Q1,2024
ORD-202402-01893,2024-02-19,2024-02-27,CUST-01825,Emily Garcia,Corporate,Spokane,WA,West,OFF-AP-1001,Office Microwave,Office Supplies,Appliances,1,123.19,0.06,115.8,77.0,38.8,Standard Class,Online,Credit Card,No,Skyler Adams,Feb,Q1,2024
ORD-202402-01977,2024-02-04,2024-02-09,CUST-11447,Blake Smith,Corporate,Boulder,CO,West,TEC-MA-1001,Monochrome Laser Printer,Technology,Machines,1,267.53,0.09,243.45,190.0,53.45,Standard Class,Online,Debit Card,No,Skyler Adams,Feb,Q1,2024
ORD-202402-00158,2024-02-05,2024-02-10,CUST-00239,Leah Wright,Consumer,Spokane,WA,West,OFF-AR-1001,Marker & Highlighter Set,Office Supplies,Art,3,13.85,0.0,41.55,18.0,23.55,Standard Class,Store,Credit Card,No,Quinn Foster,Feb,Q1,2024
ORD-202402-00976,2024-02-04,2024-02-07,CUST-06020,Micah Miller,Consumer,Cambridge,MA,East,OFF-AP-1002,Compact Coffee Maker,Office Supplies,Appliances,1,87.27,0.07,81.16,54.0,27.16,First Class,Store,Credit Card,No,Jordan Patel,Feb,Q1,2024
ORD-202402-00904,2024-02-08,2024-02-16,CUST-10136,Peyton Martinez,Consumer,New York,NY,East,TEC-CP-1001,High-Speed Office Copier,Technology,Copiers,2,1466.64,0.12,2581.29,2080.0,501.29,Standard Class,Wholesale,Bank Transfer,No,Avery Brooks,Feb,Q1,2024
ORD-202402-00425,2024-02-08,2024-02-11,CUST-02603,Aria Mitchell,Consumer,Los Angeles,CA,West,TEC-CP-1003,Compact Multifunction Copier,Technology,Copiers,3,648.24,0.09,1769.7,1296.0,473.7,Second Class,Wholesale,Debit Card,No,Quinn Foster,Feb,Q1,2024
ORD-202402-01250,2024-02-08,2024-02-08,CUST-11736,Jamie Phillips,Home Office,San Diego,CA,West,OFF-BI-1003,Archival Storage Binder,Office Supplies,Binders,6,15.34,0.1,82.84,36.0,46.84,Same Day,Store,Debit Card,No,Dakota Rivera,Feb,Q1,2024
ORD-202402-01986,2024-02-05,2024-02-07,CUST-05873,Amelia Taylor,Small Business,Spokane,WA,West,TEC-CP-1003,Compact Multifunction Copier,Technology,Copiers,2,698.83,0.07,1299.82,864.0,435.82,Second Class,Online,PayPal,No,Quinn Foster,Feb,Q1,2024
ORD-202402-00841,2024-02-12,2024-02-19,CUST-09863,Harper Martin,Corporate,Phoenix,AZ,West,FUR-CH-1003,Guest Reception Chair,Furniture,Chairs,1,111.33,0.12,97.97,72.0,25.97,Standard Class,Online,Debit Card,No,Skyler Adams,Feb,Q1,2024
ORD-202402-01027,2024-02-20,2024-02-23,CUST-05609,Logan Thomas,Corporate,Minneapolis,MN,Central,TEC-CP-1002,Desktop Color Copier,Technology,Copiers,2,969.25,0.01,1919.12,1210.0,709.12,First Class,Store,Debit Card,No,Parker James,Feb,Q1,2024
ORD-202402-01736,2024-02-01,2024-02-06,CUST-09795,Aiden Anderson,Small Business,St. Paul,MN,Central,OFF-PA-1001,Premium Copy Paper Pack,Office Supplies,Paper,5,14.55,0.11,64.75,40.0,24.75,Standard Class,Wholesale,Bank Transfer,No,Taylor Nguyen,Feb,Q1,2024
ORD-202402-00491,2024-02-23,2024-02-26,CUST-08049,Riley Torres,Corporate,Boulder,CO,West,OFF-BI-1003,Archival Storage Binder,Office Supplies,Binders,4,14.16,0.15,48.14,24.0,24.14,Second Class,Marketplace,PayPal,No,Skyler Adams,Feb,Q1,2024
ORD-202402-01326,2024-02-11,2024-02-13,CUST-01791,Chloe Baker,Consumer,Miami,FL,South,FUR-TB-1001,Adjustable Standing Desk,Furniture,Tables,2,495.87,0.08,912.4,660.0,252.4,First Class,Online,Debit Card,No,Quinn Foster,Feb,Q1,2024
