order_id,order_date,ship_date,customer_id,customer_name,segment,city,state,region,product_id,product_name,category,subcategory,quantity,unit_price,discount,sales,cost,profit,shipping_mode,sales_channel,payment_type,returned_flag,account_manager,month,quarter,year
ORD-202505-01434,2025-05-15,2025-05-17,CUST-09104,Anna Lopez,Corporate,San Diego,CA,West,TEC-AC-1001,Wireless Keyboard & Mouse Combo,Technology,Accessories,3,63.66,0.04,183.34,94.4,88.94,Second Class,Store,Credit Card,No,Quinn Foster,May,Q2,2025
ORD-202505-00075,2025-05-28,2025-05-30,CUST-07896,Cameron Thompson,Home Office,Denver,CO,West,TEC-MA-1001,Monochrome Laser Printer,Technology,Machines,2,288.95,0.03,560.56,385.7,174.86,Second Class,Online,Credit Card,No,Dakota Rivera,May,Q2,2025
ORD-202505-00440,2025-05-08,2025-05-08,CUST-02192,Olivia Torres,Consumer,Boulder,CO,West,FUR-TB-1003,Training Room Folding Table,Furniture,Tables,2,259.54,0.04,498.32,312.62,185.7,Same Day,Online,PayPal,No,Dakota Rivera,May,Q2,2025
ORD-202505-00471,2025-05-03,2025-05-09,CUST-10158,Elijah Jackson,Corporate,Savannah,GA,South,TEC-CP-1002,Desktop Color Copier,Technology,Copiers,2,985.86,0.09,1794.27,1228.15,566.12,Standard Class,Online,PayPal,No,Morgan Lee,May,Q2,2025
ORD-202505-01687,2025-05-09,2025-05-11,CUST-04230,Harper Mitchell,Home Office,Orlando,FL,South,TEC-AC-1003,Noise-Canceling Headset,Technology,Accessories,2,107.37,0.06,201.86,121.8,80.06,Second Class,Online,Debit Card,No,Morgan Lee,May,Q2,2025
ORD-202505-00334,2025-05-13,2025-05-14,CUST-05676,Sebastian Green,Corporate,Buffalo,NY,East,OFF-AR-1001,Marker & Highlighter Set,Office Supplies,Art,2,14.1,0.14,24.25,12.18,12.07,First Class,Marketplace,Credit Card,No,Avery Brooks,May,Q2,2025
ORD-202505-02205,2025-05-20,2025-05-24,CUST-05543,Avery Davis,Corporate,Denver,CO,West,OFF-PA-1001,Premium Copy Paper Pack,Office Supplies,Paper,10,17.0,0.08,156.4,81.2,75.2,Standard Class,Marketplace,PayPal,No,Skyler Adams,May,Q2,2025
ORD-202505-01344,2025-05-20,2025-05-22,CUST-02900,Rowan Gonzalez,Corporate,Buffalo,NY,East,TEC-PH-1003,5G Mobile Hotspot,Technology,Phones,1,150.48,0.04,144.46,90.34,54.12,First Class,Online,Bank Transfer,No,Avery Brooks,May,Q2,2025
ORD-202505-01026,2025-05-04,2025-05-06,CUST-04717,Alex Rivera,Consumer,Seattle,WA,West,TEC-PH-1002,VoIP Conference Phone,Technology,Phones,1,263.1,0.02,257.84,168.49,89.35,First Class,Store,Credit Card,No,Dakota Rivera,May,Q2,2025
ORD-202505-01189,2025-05-11,2025-05-12,CUST-05578,Dakota Young,Consumer,Tucson,AZ,West,OFF-BI-1002,Label Divider Binder Kit,Office Supplies,Binders,1,19.18,0.06,18.03,8.12,9.91,First Class,Online,Credit Card,No,Skyler Adams,May,Q2,2025
ORD-202505-01712,2025-05-03,2025-05-09,CUST-06234,Evelyn Adams,Consumer,Orlando,FL,South,FUR-CH-1002,Executive Leather Chair,Furniture,Chairs,2,349.35,0.09,635.82,416.15,-385.73,Standard Class,Store,Credit Card,Yes,Cameron Scott,May,Q2,2025
ORD-202505-02227,2025-05-23,2025-05-27,CUST-03360,Cameron Johnson,Consumer,Spokane,WA,West,OFF-PA-1003,Color Presentation Paper,Office Supplies,Paper,3,22.45,0.07,62.64,39.58,23.06,Standard Class,Marketplace,PayPal,No,Dakota Rivera,May,Q2,2025
ORD-202505-01339,2025-05-03,2025-05-10,CUST-10409,Isabella Hernandez,Consumer,Seattle,WA,West,OFF-BI-1001,3-Ring Binder Set,Office Supplies,Binders,4,12.5,0.13,43.5,20.3,23.2,Standard Class,Marketplace,PayPal,No,Quinn Foster,May,Q2,2025
ORD-202505-00810,2025-05-02,2025-05-02,CUST-10775,Nora Brown,Home Office,Atlanta,GA,South,OFF-PA-1003,Color Presentation Paper,Office Supplies,Paper,2,25.07,0.07,46.63,26.39,20.24,Same Day,Online,Credit Card,No,Morgan Lee,May,Q2,2025
ORD-202505-01181,2025-05-15,2025-05-20,CUST-01307,Elliot Martin,Corporate,San Diego,CA,West,TEC-PH-1001,Business Smartphone X,Technology,Phones,1,702.99,0.14,604.57,489.23,115.34,Standard Class,Wholesale,Bank Transfer,No,Skyler Adams,May,Q2,2025
ORD-202505-01447,2025-05-28,2025-05-29,CUST-06112,Hayden Campbell,Consumer,Springfield,IL,Central,TEC-CP-1001,High-Speed Office Copier,Technology,Copiers,1,1583.64,0.07,1472.79,1055.6,417.19,First Class,Online,PayPal,No,Parker James,May,Q2,2025
ORD-202505-00318,2025-05-05,2025-05-05,CUST-04885,Riley Hill,Corporate,Philadelphia,PA,East,TEC-PH-1001,Business Smartphone X,Technology,Phones,2,687.68,0.1,1237.82,978.46,259.36,Same Day,Online,PayPal,No,Avery Brooks,May,Q2,2025
ORD-202505-00796,2025-05-22,2025-05-30,CUST-05039,Chloe Walker,Small Business,San Diego,CA,West,FUR-ST-1002,Mobile Pedestal Cabinet,Furniture,Storage,2,201.84,0.1,363.31,276.08,87.23,Standard Class,Online,Credit Card,No,Dakota Rivera,May,Q2,2025
ORD-202505-01500,2025-05-04,2025-05-11,CUST-07633,Sage Mitchell,Small Business,Chicago,IL,Central,FUR-CH-1003,Guest Reception Chair,Furniture,Chairs,1,112.8,0.17,93.62,73.08,20.54,Standard Class,Wholesale,Credit Card,No,Taylor Nguyen,May,Q2,2025
ORD-202505-00301,2025-05-09,2025-05-16,CUST-06986,Parker Anderson,Corporate,Raleigh,NC,South,OFF-BI-1001,3-Ring Binder Set,Office Supplies,Binders,3,12.35,0.13,32.23,15.22,17.01,Standard Class,Wholesale,Bank Transfer,No,Quinn Foster,May,Q2,2025
ORD-202505-02246,2025-05-10,2025-05-15,CUST-02210,Liam Davis,Consumer,Boulder,CO,West,FUR-FU-1001,Acoustic Desk Divider,Furniture,Furnishings,3,81.33,0.03,236.67,127.89,108.78,Second Class,Store,Credit Card,No,Quinn Foster,May,Q2,2025
ORD-202505-01823,2025-05-11,2025-05-15,CUST-09909,Jamie Allen,Consumer,Miami,FL,South,FUR-ST-1002,Mobile Pedestal Cabinet,Furniture,Storage,1,202.29,0.1,182.06,138.04,44.02,Standard Class,Wholesale,Bank Transfer,No,Cameron Scott,May,Q2,2025
ORD-202505-02255,2025-05-15,2025-05-18,CUST-04046,Daniel Wright,Corporate,Grand Rapids,MI,Central,TEC-PH-1003,5G Mobile Hotspot,Technology,Phones,1,140.04,0.08,128.84,90.34,38.5,Second Class,Marketplace,Credit Card,No,Riley Chen,May,Q2,2025
ORD-202505-02110,2025-05-24,2025-05-27,CUST-06918,Dakota Taylor,Home Office,Boulder,CO,West,FUR-TB-1003,Training Room Folding Table,Furniture,Tables,1,252.92,0.04,242.8,156.31,86.49,First Class,Online,Credit Card,No,Skyler Adams,May,Q2,2025
ORD-202505-00787,2025-05-29,2025-06-05,CUST-05355,Lucas Mitchell,Consumer,Dallas,TX,Central,FUR-FU-1003,Anti-Fatigue Floor Mat,Furniture,Furnishings,4,71.12,0.05,270.26,125.86,144.4,Standard Class,Store,Credit Card,No,Parker James,May,Q2,2025
ORD-202505-01485,2025-05-02,2025-05-10,CUST-03796,Anna Harris,Consumer,Spokane,WA,West,FUR-CH-1003,Guest Reception Chair,Furniture,Chairs,1,123.68,0.17,102.65,73.08,29.57,Standard Class,Wholesale,Bank Transfer,No,Skyler Adams,May,Q2,2025
ORD-202505-00433,2025-05-21,2025-05-29,CUST-01717,Isabella Martinez,Corporate,Boston,MA,East,FUR-FU-1002,LED Task Lamp,Furniture,Furnishings,1,48.87,0.02,47.89,23.34,24.55,Standard Class,Online,Credit Card,No,Parker James,May,Q2,2025
ORD-202505-01225,2025-05-25,2025-05-27,CUST-06088,Abigail Rivera,Consumer,Atlanta,GA,South,OFF-AP-1001,Office Microwave,Office Supplies,Appliances,4,119.01,0.09,433.2,312.62,120.58,Second Class,Store,Debit Card,No,Morgan Lee,May,Q2,2025
ORD-202505-01831,2025-05-04,2025-05-10,CUST-08934,Casey Wright,Home Office,San Francisco,CA,West,FUR-FU-1001,Acoustic Desk Divider,Furniture,Furnishings,2,82.16,0.08,151.17,85.26,65.91,Standard Class,Online,Credit Card,No,Quinn Foster,May,Q2,2025
ORD-202505-00526,2025-05-13,2025-05-14,CUST-11554,Liam Green,Consumer,San Francisco,CA,West,FUR-TB-1001,Adjustable Standing Desk,Furniture,Tables,2,520.09,0.08,956.97,669.9,287.07,First Class,Marketplace,Credit Card,No,Quinn Foster,May,Q2,2025
ORD-202505-00836,2025-05-20,2025-05-25,CUST-11424,Liam Thompson,Home Office,Dallas,TX,Central,OFF-PA-1002,Recycled Legal Paper Pack,Office Supplies,Paper,6,16.49,0.12,87.07,54.81,32.26,Standard Class,Wholesale,Bank Transfer,No,Riley Chen,May,Q2,2025
ORD-202505-01268,2025-05-18,2025-05-26,CUST-06571,Leah Taylor,Consumer,Houston,TX,Central,FUR-ST-1001,5-Shelf Steel Storage Rack,Furniture,Storage,2,172.19,0.07,320.27,207.06,113.21,Standard Class,Online,PayPal,No,Taylor Nguyen,May,Q2,2025
ORD-202505-01412,2025-05-30,2025-06-02,CUST-11909,Liam Phillips,Corporate,Grand Rapids,MI,Central,TEC-MA-1001,Monochrome Laser Printer,Technology,Machines,2,292.46,0.06,549.82,385.7,164.12,Second Class,Store,Cash,No,Riley Chen,May,Q2,2025
ORD-202505-01545,2025-05-12,2025-05-17,CUST-11110,Evelyn White,Consumer,Spokane,WA,West,FUR-ST-1002,Mobile Pedestal Cabinet,Furniture,Storage,1,230.99,0.06,217.13,138.04,79.09,Standard Class,Store,Credit Card,No,Dakota Rivera,May,Q2,2025
ORD-202505-01127,2025-05-24,2025-05-29,CUST-10208,Blake Nelson,Consumer,Miami,FL,South,OFF-AR-1002,Presentation Flip Chart Pad,Office Supplies,Art,2,21.87,0.07,40.68,20.3,20.38,Standard Class,Marketplace,PayPal,No,Quinn Foster,May,Q2,2025
ORD-202505-01448,2025-05-13,2025-05-15,CUST-03589,Micah White,Consumer,Pittsburgh,PA,East,OFF-BI-1003,Archival Storage Binder,Office Supplies,Binders,2,14.82,0.04,28.45,12.18,16.27,First Class,Store,Cash,No,Avery Brooks,May,Q2,2025
ORD-202505-00655,2025-05-09,2025-05-14,CUST-03391,Reese Rodriguez,Consumer,Chicago,IL,Central,FUR-TB-1002,Conference Table 8-Seater,Furniture,Tables,2,935.37,0.15,1590.13,1248.45,341.68,Standard Class,Wholesale,Debit Card,No,Parker James,May,Q2,2025
