order_id,order_date,ship_date,customer_id,customer_name,segment,city,state,region,product_id,product_name,category,subcategory,quantity,unit_price,discount,sales,cost,profit,shipping_mode,sales_channel,payment_type,returned_flag,account_manager,month,quarter,year
ORD-202406-01793,2024-06-30,2024-07-07,CUST-01416,Liam Robinson,Corporate,Phoenix,AZ,West,TEC-CP-1003,Compact Multifunction Copier,Technology,Copiers,3,672.07,0.01,1996.05,1296.0,700.05,Standard Class,Store,Debit Card,No,Quinn Foster,Jun,Q2,2024
ORD-202406-01325,2024-06-20,2024-06-24,CUST-06349,Elliot Garcia,Small Business,Seattle,WA,West,TEC-MA-1002,All-in-One Inkjet Printer,Technology,Machines,3,192.22,0.09,524.76,366.0,158.76,Standard Class,Store,Credit Card,No,Dakota Rivera,Jun,Q2,2024
ORD-202406-00523,2024-06-16,2024-06-18,CUST-11994,Abigail Hernandez,Small Business,Buffalo,NY,East,OFF-PA-1002,Recycled Legal Paper Pack,Office Supplies,Paper,5,17.25,0.08,79.35,45.0,34.35,Second Class,Marketplace,PayPal,No,Parker James,Jun,Q2,2024
ORD-202406-01059,2024-06-26,2024-06-27,CUST-06718,Abigail Gomez,Consumer,Grand Rapids,MI,Central,OFF-AR-1001,Marker & Highlighter Set,Office Supplies,Art,2,13.29,0.07,24.72,12.0,12.72,First Class,Wholesale,Bank Transfer,No,Taylor Nguyen,Jun,Q2,2024
ORD-202406-01156,2024-06-01,2024-06-07,CUST-03061,Morgan Miller,Consumer,Raleigh,NC,South,FUR-TB-1001,Adjustable Standing Desk,Furniture,Tables,3,521.05,0.09,1422.47,990.0,432.47,Standard Class,Store,Cash,No,Morgan Lee,Jun,Q2,2024
ORD-202406-00618,2024-06-13,2024-06-15,CUST-06273,Anna Hill,Corporate,Boston,MA,East,FUR-FU-1003,Anti-Fatigue Floor Mat,Furniture,Furnishings,1,64.47,0.14,55.44,31.0,24.44,Second Class,Wholesale,Debit Card,No,Avery Brooks,Jun,Q2,2024
ORD-202406-01177,2024-06-20,2024-06-26,CUST-08705,Jamie Ramirez,Home Office,Charlotte,NC,South,TEC-MA-1003,Document Scanner Pro,Technology,Machines,2,332.5,0.06,625.1,462.0,163.1,Standard Class,Online,Credit Card,No,Morgan Lee,Jun,Q2,2024
ORD-202406-02065,2024-06-18,2024-06-22,CUST-00081,Riley Carter,Corporate,Denver,CO,West,TEC-MA-1003,Document Scanner Pro,Technology,Machines,1,342.68,0.06,322.12,231.0,91.12,Second Class,Store,Cash,No,Quinn Foster,Jun,Q2,2024
ORD-202406-01646,2024-06-03,2024-06-07,CUST-00847,David Perez,Small Business,Cambridge,MA,East,OFF-AP-1001,Office Microwave,Office Supplies,Appliances,2,116.01,0.12,204.18,154.0,50.18,Second Class,Wholesale,Bank Transfer,No,Parker James,Jun,Q2,2024
ORD-202406-00247,2024-06-21,2024-06-26,CUST-06561,Samuel Thomas,Home Office,Savannah,GA,South,OFF-AR-1002,Presentation Flip Chart Pad,Office Supplies,Art,3,18.87,0.09,51.52,30.0,21.52,Standard Class,Wholesale,Credit Card,No,Quinn Foster,Jun,Q2,2024
