order_id,order_date,ship_date,customer_id,customer_name,segment,city,state,region,product_id,product_name,category,subcategory,quantity,unit_price,discount,sales,cost,profit,shipping_mode,sales_channel,payment_type,returned_flag,account_manager,month,quarter,year
ORD-202501-01449,2025-01-28,2025-01-31,CUST-05644,Reese Flores,Consumer,Springfield,IL,Central,TEC-PH-1003,5G Mobile Hotspot,Technology,Phones,1,162.54,0.05,154.41,90.34,64.07,First Class,Store,Debit Card,No,Riley Chen,Jan,Q1,2025
ORD-202501-00422,2025-01-22,2025-01-23,CUST-10357,Quinn Mitchell,Corporate,Sacramento,CA,West,FUR-ST-1002,Mobile Pedestal Cabinet,Furniture,Storage,2,224.28,0.06,421.65,276.08,145.57,First Class,Online,Credit Card,No,Quinn Foster,Jan,Q1,2025
ORD-202501-02222,2025-01-09,2025-01-11,CUST-11190,Liam Lewis,Corporate,Spokane,WA,West,OFF-AR-1001,Marker & Highlighter Set,Office Supplies,Art,1,13.54,0.07,12.59,6.09,6.5,Second Class,Online,Debit Card,No,Quinn Foster,Jan,Q1,2025
ORD-202501-01204,2025-01-21,2025-01-23,CUST-05770,Nathan Taylor,Home Office,Phoenix,AZ,West,TEC-PH-1002,VoIP Conference Phone,Technology,Phones,1,285.21,0.04,273.8,168.49,105.31,First Class,Store,Debit Card,No,Dakota Rivera,Jan,Q1,2025
ORD-202501-02057,2025-01-12,2025-01-14,CUST-08245,Noah Harris,Corporate,Chicago,IL,Central,OFF-BI-1001,3-Ring Binder Set,Office Supplies,Binders,4,11.86,0.11,42.22,20.3,21.92,Second Class,Online,Credit Card,No,Parker James,Jan,Q1,2025
ORD-202501-00782,2025-01-24,2025-02-01,CUST-04761,Taylor Williams,Consumer,St. Paul,MN,Central,TEC-AC-1001,Wireless Keyboard & Mouse Combo,Technology,Accessories,1,59.38,0.08,54.63,31.46,23.17,Standard Class,Online,Credit Card,No,Taylor Nguyen,Jan,Q1,2025
ORD-202501-00893,2025-01-02,2025-01-10,CUST-07644,Gabriel Nelson,Corporate,Charlotte,NC,South,FUR-CH-1003,Guest Reception Chair,Furniture,Chairs,3,114.26,0.15,291.36,219.24,72.12,Standard Class,Wholesale,Credit Card,No,Morgan Lee,Jan,Q1,2025
ORD-202501-00244,2025-01-07,2025-01-08,CUST-00646,Henry Lee,Consumer,Boulder,CO,West,OFF-AR-1003,Creative Desk Organizer Tray,Office Supplies,Art,6,11.77,0.02,69.21,30.45,38.76,First Class,Online,Bank Transfer,No,Dakota Rivera,Jan,Q1,2025
ORD-202501-01080,2025-01-24,2025-01-27,CUST-08181,Daniel Taylor,Small Business,New York,NY,East,TEC-AC-1001,Wireless Keyboard & Mouse Combo,Technology,Accessories,4,59.74,0.08,219.84,125.86,93.98,Second Class,Store,Cash,No,Avery Brooks,Jan,Q1,2025
ORD-202501-01527,2025-01-06,2025-01-10,CUST-00793,Drew Nelson,Home Office,St. Paul,MN,Central,OFF-AP-1002,Compact Coffee Maker,Office Supplies,Appliances,2,93.98,0.0,187.96,109.62,78.34,Standard Class,Store,Credit Card,No,Parker James,Jan,Q1,2025
ORD-202501-01636,2025-01-07,2025-01-08,CUST-03287,Henry Allen,Corporate,Detroit,MI,Central,FUR-TB-1003,Training Room Folding Table,Furniture,Tables,1,255.29,0.1,229.76,156.31,73.45,First Class,Online,Credit Card,No,Parker James,Jan,Q1,2025
ORD-202501-01889,2025-01-15,2025-01-18,CUST-07534,Emerson Torres,Home Office,St. Paul,MN,Central,OFF-AP-1003,Water Dispenser Countertop,Office Supplies,Appliances,4,153.75,0.12,541.2,410.06,131.14,First Class,Wholesale,Bank Transfer,No,Parker James,Jan,Q1,2025
ORD-202501-02033,2025-01-23,2025-01-31,CUST-07745,Emma Carter,Small Business,Minneapolis,MN,Central,OFF-BI-1001,3-Ring Binder Set,Office Supplies,Binders,4,12.04,0.11,42.86,20.3,22.56,Standard Class,Wholesale,Credit Card,No,Riley Chen,Jan,Q1,2025
